"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 01:40:09 UTC 2024","Sun Jan 14 01:40:23 UTC 2024","13438","","[chrome] test local:","","[chrome] test local:","test localhost content","test localhost content",""
"passed","Sun Jan 14 01:39:54 UTC 2024","Sun Jan 14 01:40:09 UTC 2024","14840","","[chrome] test func:","","[chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
