"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 02:03:43 UTC 2024","Sun Jan 14 02:03:53 UTC 2024","10093","","[chrome] test func:","","[chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
"passed","Sun Jan 14 02:03:53 UTC 2024","Sun Jan 14 02:04:10 UTC 2024","17318","","[chrome] test local:","","[chrome] test local:","test localhost content","test localhost content",""
