"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 15 08:55:11 UTC 2024","Mon Jan 15 08:55:20 UTC 2024","8462","","[Windows-chrome] test func:","","[Windows-chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
"failed","Mon Jan 15 08:55:20 UTC 2024","Mon Jan 15 08:55:27 UTC 2024","6451","","[Windows-chrome] test local:","","[Windows-chrome] test local:","test localhost content","test localhost content",""
"passed","Mon Jan 15 08:55:12 UTC 2024","Mon Jan 15 08:55:22 UTC 2024","10892","","[Mac OS X-chrome] test func:","","[Mac OS X-chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
"failed","Mon Jan 15 08:55:23 UTC 2024","Mon Jan 15 08:55:32 UTC 2024","9346","","[Mac OS X-chrome] test local:","","[Mac OS X-chrome] test local:","test localhost content","test localhost content",""
