"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 13 18:21:12 UTC 2024","Sat Jan 13 18:21:20 UTC 2024","8471","","[chrome] test local:","","[chrome] test local:","test localhost content","test localhost content",""
"passed","Sat Jan 13 18:21:03 UTC 2024","Sat Jan 13 18:21:11 UTC 2024","7808","","[chrome] test func:","","[chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
