"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 13 18:36:22 UTC 2024","Sat Jan 13 18:36:29 UTC 2024","7812","","[chrome] test local:","","[chrome] test local:","test localhost content","test localhost content",""
"passed","Sat Jan 13 18:36:13 UTC 2024","Sat Jan 13 18:36:21 UTC 2024","8345","","[chrome] test func:","","[chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
