"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 02:19:41 UTC 2024","Wed Jan 31 02:19:52 UTC 2024","11232","","[Windows-chrome] test local:","","[Windows-chrome] test local:","test localhost content","test localhost content",""
"passed","Wed Jan 31 02:19:32 UTC 2024","Wed Jan 31 02:19:41 UTC 2024","8428","","[Windows-chrome] test func:","","[Windows-chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
"passed","Wed Jan 31 02:19:43 UTC 2024","Wed Jan 31 02:19:53 UTC 2024","9946","","[Mac OS X-chrome] test local:","","[Mac OS X-chrome] test local:","test localhost content","test localhost content",""
"passed","Wed Jan 31 02:19:32 UTC 2024","Wed Jan 31 02:19:43 UTC 2024","11222","","[Mac OS X-chrome] test func:","","[Mac OS X-chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
