"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 02:14:13 UTC 2024","Sun Jan 14 02:14:31 UTC 2024","17856","","[chrome] test local:","","[chrome] test local:","test localhost content","test localhost content",""
"passed","Sun Jan 14 02:14:03 UTC 2024","Sun Jan 14 02:14:11 UTC 2024","7619","","[chrome] test func:","","[chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
