"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 15 09:19:01 UTC 2024","Mon Jan 15 09:19:10 UTC 2024","9282","","[Mac OS X-chrome] test func:","","[Mac OS X-chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
"failed","Mon Jan 15 09:19:10 UTC 2024","Mon Jan 15 09:19:19 UTC 2024","8421","","[Mac OS X-chrome] test local:","","[Mac OS X-chrome] test local:","test localhost content","test localhost content",""
"failed","Mon Jan 15 09:19:09 UTC 2024","Mon Jan 15 09:19:16 UTC 2024","6948","","[Windows-chrome] test local:","","[Windows-chrome] test local:","test localhost content","test localhost content",""
"passed","Mon Jan 15 09:19:01 UTC 2024","Mon Jan 15 09:19:09 UTC 2024","7589","","[Windows-chrome] test func:","","[Windows-chrome] test func:","test element exist 功能 ? && func","test element exist 功能 ? && func",""
